web-scraper-order,web-scraper-start-url,complaint,complaint-href,title,user_text,images-src,municipality,complaint_number,image_url,complaint_en,title_en,user_text_en,date_created,date_modified,image_description,complaint_severity,category
1731179726-73,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik          16:31, 18 Jan 2018,                 Përditësimi i fundit 15:38, 22 Jan 2018",https://ndreqe.com/report/2313,"Raportuar ne kategorinë Ndriçim publik nga Afrim ne 16:31, Enj 18 janar 2018","*ju lutem kemi nevoj oer ndriqim ne rrugen Regjep Rama ne Bardhosh, 1 drit eshte. E djegur",/photo/2313.0.jpeg?87801614,Prishtinës,2313,https://ndreqe.com/photo/2313.0.full.jpeg?87801614,"Public domain 16:31, 18 Jan 2018, Last updated 15:38, 22 Jan 2018","Reported in the Public Lighting category by Afrim at 16:31, Thu, 18 Jan 2018","We urgently need a streetlight on Regjep Rama street in Bardhosh, 1 pole is burned.",2018-01-18 16:31:00,2018-01-22 15:38:00,"The image shows a dark street with a streetlight pole in the distance, and a concrete structure with copper pipes and white objects on top in the foreground. 

*   The streetlight pole is tall and slender, with a green light at the top that is shining brightly. 
    *   It appears to be a standard streetlight pole, but it is not clear if it is functioning properly.
*   The concrete structure in the foreground has a rough, unfinished surface and is topped with copper pipes and white objects. 
    *   The copper pipes are likely part of a plumbing system, and the white objects may be fixtures or fittings.
*   The background of the image is dark, suggesting that it is nighttime. 
    *   There are no other visible features or objects in the background.

Overall, the image suggests that the streetlight pole may not be functioning properly, and that there may be issues with the plumbing system in the foreground. 

The resident in the area may be disrupted by the lack of streetlight, which could make it difficult to navigate the street at night. Additionally, the plumbing issue could cause problems with water supply or drainage in the area.",7,Public Lighting
1731179729-74,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Gropë n'rrugë          00:27, 18 Jan 2018,                 Përditësimi i fundit 15:46, 22 Jan 2018",https://ndreqe.com/report/2312,"Raportuar në kategorinë Gropë n'rrugë nga anonim në 00:27, Enj 18 janar 2018",Rruga 17 Shkurti e ka asfalltin e demtuar ne mes te rruges ku eshte edhe kthimi i detyruar. Ajo pjese demtohet sepse sipas gjitha gjasave mbledhesi i ujit qe shkon ne kanalizim nuk eshte i vendosur ne vendin e duhur dhe uji grumbullohet ne ate pjese qe demtohet rruga. Gjitashtu parkingu eshte i demtuar sepse dikush ka intervenuar shume kohe me pare dhe nuk e ka rregulluar kurre.,/photo/2312.0.jpeg?f656b59a,Prishtinës,2312,https://ndreqe.com/photo/2312.0.full.jpeg?f656b59a,"Hole in the road 00:27, 18 Jan 2018, Last update 15:46, 22 Jan 2018","Reported in the Pothole category by anonymous at 00:27, Fri Jan 18","February 17th Street has a damaged asphalt in the middle of the road where there is also a forced turn. That part is damaged because most likely the water collector that goes into the sewer is not placed in the right place and the water accumulates in that part where the road is damaged. Also, the parking lot is damaged because someone intervened a long time ago and never fixed it.",2018-01-18 00:27:00,2018-01-22 15:46:00,"The image shows a residential street with several cars parked on either side. The street is paved, but there are several potholes and cracks in the asphalt. The potholes are particularly noticeable in the middle of the road, where the street appears to be damaged and uneven. There is also a forced turn in the middle of the road, which may be contributing to the damage.

In addition to the potholes, the parking lot on the right side of the street appears to be damaged, with large cracks and unevenness. The image suggests that the damage may be due to a water collector that is not properly placed, causing water to accumulate in the area and erode the asphalt.

Overall, the image suggests that the street and parking lot are in need of repair. The potholes and cracks could be hazardous for drivers and pedestrians, and the damage to the parking lot may be causing inconvenience for residents who park their cars there.",6,Pothole in the Road
1731179732-75,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          12:53, 26 Shk 2018",https://ndreqe.com/report/2619,"Raportuar në kategorinë Mbeturina nga anonim në 12:53, H�n 26 shkurt 2018","*Ekrem Rexha, Arbëri, Pristinë, Rrafsh i Kosovës.",/photo/2619.0.jpeg?5464b9f2,Prishtinës,2619,https://ndreqe.com/photo/2619.0.full.jpeg?5464b9f2,"Mbeturina 12:53, 26 Aug 2018","Reported in the category Litter by anonymous at 12:53, Mon 26 February 2018","Ekrem Rexha, Arbëri, Pristina, Kosovo Plain.",,,"The image depicts a scene of litter and debris scattered across a grassy area, with a focus on the severity of the problem. The image shows a large amount of trash, including broken concrete, plastic bags, and other unidentifiable items, scattered across the ground. The trash is concentrated in one area, but it appears to be spreading to surrounding areas.

The image suggests that the litter has been present for some time, as some of the items appear to be weathered and worn. The presence of broken concrete and other heavy materials indicates that the litter may have been dumped or discarded in a careless manner.

The image also shows that the litter is affecting the surrounding environment, with grass and weeds growing through the trash. This suggests that the litter has been present for long enough to allow vegetation to grow and thrive in the midst of the waste.

Overall, the image presents a clear and disturbing picture of the severity of the litter problem in the area. The presence of large amounts of trash, including heavy materials, and the impact on the surrounding environment, suggests that this is a significant issue that requires attention and action.

Based on the image, I would rate the severity of the problem as high. The amount of trash present, the presence of heavy materials, and the impact on the surrounding environment all contribute to a high level of severity. Additionally, the fact that the litter appears to have been present for some time suggests that this is a chronic problem that requires sustained attention and effort to address.",8,Rubbish
1731179735-76,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          12:56, 26 Shk 2018",https://ndreqe.com/report/2620,"Raportuar në kategorinë Mbeturina nga anonim në 12:56, H�n 26 shkurt 2018","*Bashkim Fehmiu, Arbëri, Pristinë, Rrafsh i Kosovës.",/photo/2620.0.jpeg?481e7134,Prishtinës,2620,https://ndreqe.com/photo/2620.0.full.jpeg?481e7134,"Mbeturina 12:56, 26 Sep 2018","Reported in category Mbeturina by anonymous at 12:56, Mon 26 February 2018","Bashkim Fehmiu, Arbëri, Pristina, Kosovo Plain.",,,"The image depicts a neglected street in Kosovo, with overgrown weeds and trash scattered throughout. The sidewalk is paved with bricks but is covered in dirt, weeds, and trash, making it difficult to walk on. A red cart is parked on the side of the road, and a white car is driving down the street. In the background, there are several buildings, including what appears to be an apartment complex.

This image suggests that the municipality has not been properly maintaining the street, leading to a buildup of trash and overgrowth. This could potentially disrupt residents in the area by creating an unsightly and unhealthy environment. The presence of trash and weeds could also attract pests and create a fire hazard. Overall, the image highlights the need for improved municipal services in Kosovo to maintain a clean and safe environment for its residents.",6,Other
1731179738-77,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          13:01, 26 Shk 2018",https://ndreqe.com/report/2621,"Raportuar në kategorinë Mbeturina nga anonim në 13:01, H�n 26 shkurt 2018","*Nora e Hotit, Lakrishtë, Pristinë, Rrafsh i Kosovës.",/photo/2621.0.jpeg?84db7046,Prishtinës,2621,https://ndreqe.com/photo/2621.0.full.jpeg?84db7046,"Mbeturina 13:01, 26 Aug 2018","Reported in the Litter category by an anonymous person at 13:01, Mon 26 February 2018","Nora of Hoti, Lakrishte, Pristina, Kosovo Plain.",,,"The image depicts a municipality complaint in Kosovo, showcasing a neglected area with a significant amount of trash scattered throughout. The scene is set against a backdrop of overgrown vegetation, with weeds and wildflowers sprouting from the ground.

In the foreground, a concrete sidewalk is visible on the left side of the image, while a pile of trash dominates the center. The trash consists of various items, including plastic bags, cardboard, and other unidentifiable objects. Some of these items have been discarded haphazardly, while others appear to have been buried beneath the surrounding soil and vegetation.

Beyond the trash, a retaining wall constructed from concrete blocks can be seen, separating the area from a hillside covered in lush greenery. A few yellow wildflowers are visible, adding a touch of vibrancy to the otherwise desolate scene.

The overall atmosphere of the image conveys a sense of neglect and disrepair, with the abundance of trash and overgrown vegetation creating an unsightly and potentially hazardous environment for residents in the area. The presence of wildflowers amidst the trash adds a poignant contrast, highlighting the beauty that can be found even in the most neglected of places.",6,Rubbish
1731179741-78,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          13:05, 26 Shk 2018",https://ndreqe.com/report/2622,"Raportuar në kategorinë Mbeturina nga anonim në 13:05, H�n 26 shkurt 2018","*Ramiz Cërrnica, Përroi i Njelmët, Pristina, Rrafsh i Kosovës.",/photo/2622.0.jpeg?7d8622b4,Prishtinës,2622,https://ndreqe.com/photo/2622.0.full.jpeg?7d8622b4,"Mbeturina 13:05, 26 Aug 2018","Reported in the Litter category by an anonymous person at 13:05, Mon 26 February 2018","Ramiz Cërrnica, Përroi i Njelmët, Pristina, Kosovo Plain.",,,"The image depicts a large pile of trash on the side of a dirt road, with a blue sky and white clouds in the background. The trash appears to be a mix of construction materials, including wood, metal, and plastic, as well as other debris such as broken glass and tires.

The presence of this trash on the side of the road suggests that it may have been dumped there illegally, and it could potentially pose a hazard to residents in the area. The trash may also be an eyesore and detract from the aesthetic appeal of the surrounding neighborhood.

In terms of the severity of the problem, it is likely that the trash has been dumped recently, given the amount of debris and the fact that it is still in a relatively intact state. If left unchecked, the trash could attract pests and create an environmental hazard. Therefore, the severity of the problem is likely to be moderate to high.

Overall, the image suggests that the municipality needs to take action to address the issue of illegal dumping in the area and ensure that the trash is properly disposed of. This could involve increasing enforcement efforts to prevent future dumping, as well as conducting regular cleanups to remove existing trash.",7,Rubbish
1731179744-79,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          13:10, 26 Shk 2018",https://ndreqe.com/report/2623,"Raportuar në kategorinë Mbeturina nga anonim në 13:10, H�n 26 shkurt 2018","*Ramiz Cërrnica, Përroi i Njelmët, Pristinë, Rrafsh i Kosovës.",/photo/2623.0.jpeg?f645fead,Prishtinës,2623,https://ndreqe.com/photo/2623.0.full.jpeg?f645fead,"Mbeturina 13:10, 26 Aug 2018","Reported in the Rubbish category by an Anonymous in 13:10, Mon 26 February 2018","Ramiz Cërrnica, Përroi i Njelmët, Pristinë, Kosovo Plain.",,,"The image depicts a field in Kosovo, with a cluster of houses in the background. The field is overgrown with tall grass and weeds, which obscures the view of the houses. A red object, possibly a ball or a flower, is visible in the bottom-left corner of the image.

The field appears to be unkempt and neglected, with the overgrowth of vegetation suggesting that it has not been properly maintained. This could potentially create an eyesore for residents in the area, as well as pose a hazard for pedestrians or animals that may enter the field.

In terms of disruption to residents, the overgrown field could lead to issues such as:

* Reduced property values: The unkempt appearance of the field could negatively impact the value of nearby properties.
* Increased risk of accidents: The overgrowth of vegetation could create hazards for pedestrians or animals that may enter the field.
* Decreased quality of life: The presence of an unkempt field could detract from the overall aesthetic appeal of the area, potentially decreasing the quality of life for residents.

Overall, the image suggests that the field in question is in need of maintenance and upkeep to prevent these potential issues.",3,Rubbish
1731179747-80,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          13:51, 26 Shk 2018",https://ndreqe.com/report/2629,"Raportuar në kategorinë Mbeturina nga anonim në 13:51, H�n 26 shkurt 2018","*Haxhi Zeka, Gallapi, Kolovicë, Pristinë, Rrafsh i Kosovës.",/photo/2629.0.jpeg?6388b753,Prishtinës,2629,https://ndreqe.com/photo/2629.0.full.jpeg?6388b753,"Mbeturina 13:51, 26 Aug 2018","Reported in category Litter by anonymous at 13:51, Mon 26 February 2018","Haxhi Zeka, Gallap, Kolovicë, Pristina, Kosovo Plain.",,,"The image shows a field of tall, green weeds with yellow flowers growing in a field. The weeds are densely packed and appear to be growing in a wild manner, with some of them reaching heights of over 3 feet. The yellow flowers are scattered throughout the field, adding a pop of color to the otherwise green landscape.

The field is surrounded by what appears to be a dirt path or road, which is overgrown with weeds and debris. There are also some rocks and other objects visible in the background, but they are not clearly defined.

Overall, the image suggests that the field is not being properly maintained and is becoming overgrown with weeds. This could be a problem for residents in the area, as it may create an eyesore and potentially attract pests or other unwanted wildlife.",3,Rubbish
1731179750-81,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          13:57, 26 Shk 2018",https://ndreqe.com/report/2632,"Raportuar në kategorinë Mbeturina nga anonim në 13:57, H�n 26 shkurt 2018","*Haxhi Zeka, Gallapi, Kolovicë, Pristina, Rrafsh i Kosovës.",/photo/2632.0.jpeg?d89e4a72,Prishtinës,2632,https://ndreqe.com/photo/2632.0.full.jpeg?d89e4a72,"Mbeturina 13:57, 26 Aug 2018","Reported in category Litter by an anonymous person at 13:57, Mon 26 February 2018","Haxhi Zeka, Gallapi, Kolovicë, Pristina, Kosovo Plain.",,,"The image depicts a large pile of trash on the side of a road, with a significant amount of debris scattered around it. The trash appears to be a mix of household waste, including plastic bags, cardboard boxes, and other unidentifiable items. The pile is situated on a gravel road, which is partially covered in trash. In the background, there are trees and bushes, but they are not well-maintained and appear to be overgrown.

The overall condition of the area suggests that it has not been properly cleaned or maintained for an extended period. The presence of trash on the side of the road and in the surrounding area indicates a lack of attention to waste management and environmental concerns. The image also suggests that the area may be prone to littering and illegal dumping, which can have negative impacts on the environment and public health.

Based on the description provided, it is likely that the severity of the problem is moderate to high. The presence of a large pile of trash and the lack of maintenance in the area indicate a significant issue that requires attention. The fact that the image was submitted as a municipality complaint suggests that the issue has been reported to the relevant authorities, but it has not been resolved. Therefore, the severity of the problem is likely to be at least moderate, as it has been ongoing for some time and has not been addressed.

The disruption to residents in the area is likely to be significant. The presence of trash on the side of the road and in the surrounding area can create an eyesore and negatively impact the quality of life for those living nearby. Additionally, the lack of proper waste management can lead to health concerns, such as the spread of diseases and pests. Therefore, the severity of the problem is likely to be at least moderate, as it has the potential to cause significant disruptions to the daily lives of residents in the area.",7,Rubbish
1731179753-82,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          14:09, 26 Shk 2018",https://ndreqe.com/report/2637,"Raportuar në kategorinë Mbeturina nga anonim në 14:09, H�n 26 shkurt 2018","*Besi Petrol, Lidhja e Prizrenit, Tophane, Pristinë, Rrafsh i Kosovës.",/photo/2637.0.jpeg?5b30c8b8,Prishtinës,2637,https://ndreqe.com/photo/2637.0.full.jpeg?5b30c8b8,"Mbeturina 14:09, 26 Aug 2018","Reported in the Litter category by an anonymous person at 14:09, Mon 26 February 2018","Besi Petrol, League of Prizren, Tophane, Pristina, Kosovo Plain.",,,"The image depicts a neglected area with overgrown vegetation, litter, and debris scattered throughout. The scene is characterized by a mix of greenery and trash, with a noticeable absence of maintenance or upkeep. The presence of litter and debris suggests that the area has not been properly cleaned or maintained for an extended period.

In the foreground, a rocky area is visible, with large stones and pebbles scattered about. This section appears to be the most neglected part of the area, with a high concentration of trash and debris. The rocks are covered in dirt, leaves, and other organic matter, indicating that they have not been cleaned or maintained in some time.

Moving to the middle ground, the image reveals a slope covered in overgrown vegetation, including weeds and bushes. The vegetation is dense and unkempt, with some areas appearing to be dead or dying. This suggests that the area has not been properly maintained, allowing the vegetation to grow unchecked.

In the background, a building or structure is partially visible, although its details are unclear due to the blurriness of the image. The presence of a building in the background implies that the area may be a residential or commercial zone, but the state of disrepair and neglect suggests that it may not be well-maintained or cared for.

Overall, the image presents a stark contrast between the natural beauty of the overgrown vegetation and the neglect and disrepair of the area. The presence of litter and debris, combined with the absence of maintenance, creates an unsightly and potentially hazardous environment for residents and visitors alike. The image effectively conveys the severity of the problem, highlighting the need for proper maintenance and upkeep to restore the area to a safe and aesthetically pleasing state.

Severity Assessment:

* Litter and debris: High (presence of trash and debris throughout the area)
* Neglect and disrepair: High (absence of maintenance and upkeep, overgrown vegetation)
* Potential hazards: Medium (presence of litter and debris may pose a risk to residents and visitors)
* Aesthetic impact: High (unsightly and potentially hazardous environment)
* Impact on quality of life: High (neglect and disrepair may negatively impact residents' quality of life)

Based on the image, the severity of the problem is assessed as HIGH. The presence of litter and debris, neglect and disrepair, and potential hazards all contribute to a significant impact on the area's aesthetic appeal and quality of life.",6,Rubbish
1731179756-83,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          14:26, 26 Shk 2018",https://ndreqe.com/report/2644,"Raportuar në kategorinë Mbeturina nga anonim në 14:26, H�n 26 shkurt 2018","*Mbreteresha Teuta, Sofali, Pristinë, Rrafsh i Kosovës.",/photo/2644.0.jpeg?54033105,Prishtinës,2644,https://ndreqe.com/photo/2644.0.full.jpeg?54033105,"Mbeturina 14:26, 26 Aug 2018","Reported in category Litter by anonymous at 14:26, Mon 26 Feb 2018","Queen Teuta, Sofalia, Pristina, Kosovo Field.",,,"The image depicts a grassy area with scattered litter, including what appears to be a large pile of trash and debris. The grass is overgrown and unkempt, and the overall appearance suggests neglect or lack of maintenance.

Upon closer inspection, it becomes clear that the litter is not just limited to the grassy area but also extends to the surrounding environment. There are visible signs of pollution, such as discarded plastic bags, bottles, and other non-biodegradable waste. Additionally, there are some burnt objects or ash scattered throughout the area, which could indicate illegal dumping or open burning.

The presence of litter and pollution in this area is likely to have a negative impact on the environment and the local community. It can attract pests and rodents, create unsightly conditions, and potentially contaminate nearby water sources. Furthermore, the presence of burnt objects or ash may pose a fire hazard and contribute to air pollution.

Considering the severity of the issue, it is essential to address this problem promptly and effectively. A comprehensive cleanup effort is necessary to remove the litter and debris, followed by regular maintenance and monitoring to prevent future accumulation. Additionally, education and awareness campaigns should be implemented to encourage responsible waste disposal practices among residents and visitors.

In terms of quantifying the severity of the problem, I would rate it as high due to the extensive amount of litter and pollution present. The presence of burnt objects or ash further exacerbates the issue, making it a significant concern for the environment and public health. Therefore, a high severity rating is warranted, and prompt action is necessary to mitigate the negative impacts of this situation.",7,Rubbish
1731179759-84,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:02, 26 Shk 2018",https://ndreqe.com/report/2656,"Raportuar në kategorinë Mbeturina nga anonim në 15:02, H�n 26 shkurt 2018","*Matiqan, Pristinë, Rrafsh i Kosovës.",/photo/2656.0.jpeg?674c2b4c,Prishtinës,2656,https://ndreqe.com/photo/2656.0.full.jpeg?674c2b4c,"Mbeturina 15:02, 26 Aug 2018","Reported in category Litter by anonymous at 15:02, Mon 26 February 2018","Matiqan, Pristina, Kosovo Plain.",,,"The image depicts a rural dirt road with a grassy verge on the left, flanked by a few large rocks and patches of wildflowers. The road appears to be unpaved, with tire tracks visible in the dirt. A white object, possibly a piece of plastic or a sign, is partially buried in the grass near the center of the image.

In the background, a line of trees and bushes can be seen, with hills or mountains rising up behind them. The sky above is overcast, with clouds covering most of the sun.

The overall scene suggests a rural or countryside setting, with the dirt road and grassy verge creating a sense of isolation and tranquility. However, the presence of litter and debris along the road suggests that the area may not be as pristine as it appears.

Based on the image, it is likely that the municipality complaint was made due to the presence of litter and debris along the road, which could be causing an eyesore and potentially posing a hazard to residents or visitors. The fact that the complaint was made through an online portal suggests that the issue may have been reported by someone who lives or works in the area, and is concerned about the impact of the litter on the local environment and community.",3,Rubbish
1731179762-85,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:06, 26 Shk 2018",https://ndreqe.com/report/2657,"Raportuar në kategorinë Mbeturina nga anonim në 15:06, H�n 26 shkurt 2018","*Matiqan, Pristinë, Rrafsh i Kosovës.",/photo/2657.0.jpeg?9f58f7e7,Prishtinës,2657,https://ndreqe.com/photo/2657.0.full.jpeg?9f58f7e7,"Mbeturina 15:06, 26 Aug 2018","Reported in category Litter by anonymous at 15:06, Mon 26 February 2018","Matiqan, Pristina, Kosovo Plain.",,,"The image depicts a dirt road in a mountainous area, with a significant amount of litter scattered along the side of the road. The road is unpaved and appears to be used for vehicle traffic, as evidenced by the tire tracks visible on its surface. The surrounding landscape is characterized by greenery and bushes, with a few trees visible in the distance. In the background, there are hills or mountains that rise up to meet the horizon.

The litter along the road includes plastic bags, bottles, and other debris, which are scattered about and appear to have been discarded carelessly. The presence of litter in this location suggests that the area may not receive regular cleaning or maintenance, and that the local community may not have access to adequate waste management services.

Overall, the image suggests that the area is experiencing environmental degradation due to litter and pollution. The presence of litter along the road and in the surrounding landscape indicates a lack of proper waste disposal and recycling practices, which can have negative impacts on the environment and public health. The image also highlights the need for improved waste management infrastructure and community education on proper waste disposal practices.",6,Rubbish
1731179765-86,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:09, 26 Shk 2018",https://ndreqe.com/report/2658,"Raportuar në kategorinë Mbeturina nga anonim në 15:09, H�n 26 shkurt 2018","*Matiqan, Pristinë, Rrafsh i Kosovës.",/photo/2658.0.jpeg?ae0b94e9,Prishtinës,2658,https://ndreqe.com/photo/2658.0.full.jpeg?ae0b94e9,"Mbeturina 15:09, 26 Aug 2018","Reported in the Waste category by anonymous at 15:09, Mon 26 February 2018","Matiqan, Pristina, Kosovo Plain.",,,"The image shows a pile of dirt in the middle of a grassy field, with a few pieces of trash scattered around it. The pile of dirt is the main focus of the image and appears to be quite large. It is a light brown color and has a rough texture.

In the background, there are some trees and bushes visible, as well as a power line running across the top of the image. The sky above is overcast and gray, suggesting that it may be a cloudy or rainy day.

Overall, the image suggests that the area is not well-maintained and may be prone to erosion or other environmental issues due to the presence of the dirt pile. The trash scattered around the pile adds to the sense of neglect and disrepair.

Based on the image, it is likely that the municipality complaint is related to the improper disposal of waste and the need for proper waste management practices in the area. The presence of the dirt pile and trash suggests that the area may be experiencing issues with waste disposal and may require additional resources or infrastructure to properly manage waste.

The image does not provide any information about the specific location or context of the complaint, but it does suggest that the issue is related to environmental concerns and the need for proper waste management practices.",3,Rubbish
1731179768-87,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:12, 26 Shk 2018",https://ndreqe.com/report/2659,"Raportuar në kategorinë Mbeturina nga anonim në 15:12, H�n 26 shkurt 2018","*Sofali, Pristinë, Rrafsh i Kosovës.",/photo/2659.0.jpeg?c34e4567,Prishtinës,2659,https://ndreqe.com/photo/2659.0.full.jpeg?c34e4567,"Mbeturina 15:12, 26 Feb 2018","Reported in the Litter category by anonymous at 15:12, Mon 26 February 2018","Sofali, Pristina, Kosovo Plain.",,,"The image depicts a large pile of trash in an open area, with a significant amount of debris scattered around it. The pile itself is substantial, consisting of what appears to be construction materials such as bricks and wood, as well as other unidentifiable items. The surrounding area is littered with various types of waste, including plastic bags, bottles, and other household trash.

The presence of this large pile of trash in an open area suggests that it may be a dumping ground for local residents or businesses, which could be contributing to the overall aesthetic and environmental degradation of the area. The fact that the trash is not properly disposed of and is instead being left to accumulate in a visible location may also be causing concerns for nearby residents, who may be worried about the potential health and safety risks associated with living near such a site.

Furthermore, the fact that the trash is located in a plain area with no visible infrastructure or facilities for waste management suggests that the local municipality may not be providing adequate services for waste disposal, which could be contributing to the problem. Overall, the image suggests that the issue of litter and waste management is a significant concern in this community, and that efforts may be needed to address this problem and improve the overall quality of life for residents in the area.",6,Rubbish
1731179771-88,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:14, 26 Shk 2018",https://ndreqe.com/report/2660,"Raportuar në kategorinë Mbeturina nga anonim në 15:14, H�n 26 shkurt 2018","*Matiqan, Pristinë, Rrafsh i Kosovës.",/photo/2660.0.jpeg?c792ae12,Prishtinës,2660,https://ndreqe.com/photo/2660.0.full.jpeg?c792ae12,"Mbeturina 15:14, 26 Aug 2018","Reported in category Rubbish by anonymous at 15:14, Mon 26 February 2018","Matiqan, Pristinë, Kosovo Plain.",,,"The image depicts a rural road in Kosovo, with a significant amount of trash scattered along the side of the road. The road is paved and appears to be in good condition, but it is lined with a large amount of debris, including plastic bags, cardboard boxes, and other unidentifiable items. The surrounding area is overgrown with grass and weeds, and there are trees visible in the distance.

The presence of trash along the road suggests that the municipality has not been properly maintaining the area, leading to a buildup of waste. This can be a significant problem for residents in the area, as it can create an eyesore and potentially attract pests and rodents. Additionally, the trash can also pose a hazard to drivers and pedestrians who may trip or fall while navigating the road.

Overall, the image highlights the need for improved waste management and road maintenance in the area. The municipality should take steps to address this issue and ensure that the road and surrounding area are kept clean and safe for residents.",6,Rubbish
1731179774-89,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:16, 26 Shk 2018",https://ndreqe.com/report/2661,"Raportuar në kategorinë Mbeturina nga anonim në 15:16, H�n 26 shkurt 2018","*Matiqan, Pristinë, Rrafsh i Kosovës.",/photo/2661.0.jpeg?c3eb26c2,Prishtinës,2661,https://ndreqe.com/photo/2661.0.full.jpeg?c3eb26c2,"Mbeturina 15:16, 26 Aug 2018","Reported in Litter category by anonymous at 15:16, Mon 26 February 2018","Matiqan, Pristina, Kosovo Plain.",,,"The image depicts a landscape with a large pile of trash in the center, surrounded by trees and bushes. The pile of trash appears to be made up of various materials such as plastic bags, cardboard boxes, and other household waste. The surrounding environment is overgrown with weeds and grass, suggesting that the area has not been properly maintained.

The presence of trash in this location could potentially disrupt the residents in several ways:

1. **Aesthetic Impact**: The sight of trash in an otherwise natural environment can be unsightly and may detract from the beauty of the surrounding landscape.
2. **Health Risks**: Improperly disposed of trash can attract pests and rodents, which can spread diseases and create health hazards for nearby residents.
3. **Environmental Concerns**: The accumulation of trash can lead to environmental issues such as pollution, soil contamination, and water pollution.
4. **Noise Pollution**: The presence of trash can also generate noise pollution, particularly if it is near a residential area.
5. **Safety Risks**: Inadequate waste disposal can create fire hazards, especially if the trash is not properly contained.

Overall, the image suggests that the municipality complaint is legitimate and requires attention to address the issues related to litter and waste management in the area.",6,Rubbish
1731179777-90,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:19, 26 Shk 2018",https://ndreqe.com/report/2662,"Raportuar në kategorinë Mbeturina nga anonim në 15:19, H�n 26 shkurt 2018","*Matiqan, Pristinë, Rrafsh i Kosovës.",/photo/2662.0.jpeg?e3123a52,Prishtinës,2662,https://ndreqe.com/photo/2662.0.full.jpeg?e3123a52,"Mbeturina 15:19, 26 Aug 2018","Reported in the Litter category by anonymous at 15:19, Mon 26 February 2018","Matiqan, Pristina, Kosovo Plain.",,,"The image depicts a municipality complaint in Kosovo, showcasing a significant issue with litter and waste disposal in the area. The scene is set against a backdrop of a plain in the city of Pristina, Kosovo.

In the foreground, a large expanse of tall, unkempt grass dominates the landscape. Amidst this grass, a collection of discarded objects can be seen, including what appears to be a broken chair or table, a pile of trash bags, and other unidentified items. These objects are scattered throughout the grass, indicating a lack of proper waste management in the area.

Beyond the grassy area, a small village or town is visible in the background, with several buildings and houses scattered across the landscape. This suggests that the litter and waste issue is not isolated to a single location, but rather is a broader problem affecting the entire community.

The presence of the village or town in the background also implies that the litter and waste issue may be having an impact on the quality of life for residents in the area. The accumulation of trash and debris can lead to environmental concerns, such as pollution and the spread of disease, which can negatively affect the health and well-being of those living in the surrounding community.

Overall, the image presents a clear and compelling visual representation of a municipality complaint in Kosovo, highlighting the need for improved waste management practices in the area.",6,Rubbish
