web-scraper-order,web-scraper-start-url,complaint,complaint-href,text,tex2,images-src,complaint_en,text_en,tex2_en,municipality,complaint_number,image_url,image_description,severity_score,date,category
1731179729-74,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Gropë n'rrugë          00:27, 18 Jan 2018,                 Përditësimi i fundit 15:46, 22 Jan 2018",https://ndreqe.com/report/2312,"Raportuar në kategorinë Gropë n'rrugë nga anonim në 00:27, Enj 18 janar 2018",Rruga 17 Shkurti e ka asfalltin e demtuar ne mes te rruges ku eshte edhe kthimi i detyruar. Ajo pjese demtohet sepse sipas gjitha gjasave mbledhesi i ujit qe shkon ne kanalizim nuk eshte i vendosur ne vendin e duhur dhe uji grumbullohet ne ate pjese qe demtohet rruga. Gjitashtu parkingu eshte i demtuar sepse dikush ka intervenuar shume kohe me pare dhe nuk e ka rregulluar kurre.,/photo/2312.0.jpeg?f656b59a,"On the road 00:27, 18 Jan 2018,                 Last updated 15:46, 22 Jan 2018","Reported to Category:Roadside ditches from Anonymous at 00:27, Enj 18 January 2018","Street 17 is blocked due to a required return. It is blocked because, according to all likelihood, the water collector that goes to the sewer is not placed in the right place and water accumulates in the part that blocks the road. Also, the parking is blocked because someone intervened a long time ago and never regulated it.",Prishtin%C3%ABs,2312,https://ndreqe.com/photo/2312.0.full.jpeg?f656b59a,"The image depicts a residential street with several houses and cars parked along the side of the road. The street is paved and has a few potholes, but the main issue is the large puddle of water that has accumulated in the middle of the road, blocking the path for pedestrians and vehicles. The puddle is so large that it appears to be overflowing onto the sidewalk, creating a hazard for people walking on the street.

The image also shows that the parking lot is blocked by a large puddle of water, which is likely caused by the same issue as the one on the road. This suggests that the problem is not isolated to one area, but rather affects multiple parts of the street.

Overall, the image suggests that the municipality has not properly maintained the drainage system, leading to flooding and blockages on the street. This could cause inconvenience to residents, especially during heavy rainfall or snowmelt season.

Based on the description provided by the person who submitted the photo, it appears that the issue has been ongoing for a long time and has not been addressed by the municipality. The fact that someone intervened in the past but never regulated the parking area suggests that there may be a lack of effective management or follow-up on maintenance issues in the area.

Given this information, I would categorize the severity of the problem as moderate to high. The flooding and blockages on the street and parking lot could cause significant inconvenience to residents, and the fact that the issue has been ongoing for a long time suggests a lack of effective maintenance and management. Therefore, I would recommend that the municipality take immediate action to address the issue and prevent further flooding and blockages.",4,2024-05-01,Rubbish
1731179732-75,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          12:53, 26 Shk 2018",https://ndreqe.com/report/2619,"Raportuar në kategorinë Mbeturina nga anonim në 12:53, H�n 26 shkurt 2018","*Ekrem Rexha, Arbëri, Pristinë, Rrafsh i Kosovës.",/photo/2619.0.jpeg?5464b9f2,"Mbeturina 12:53, 26 Sep 2018","Reported to the category Remainder by Anonymous on 12:53, Sun 26 February 2018","Ekrem Rexha, Arbëri, Pristina, Kosovo Field.",Prishtin%C3%ABs,2619,https://ndreqe.com/photo/2619.0.full.jpeg?5464b9f2,"The image shows a pile of trash and debris scattered around a field. The area appears to be overgrown with weeds and grass, suggesting that it may have been neglected for some time.

The trash and debris are scattered haphazardly across the field, with some items appearing to be household waste, while others look like construction materials. There are broken pieces of concrete, wooden planks, and other objects that could be from a building site or a renovation project. Some of the items are wrapped in plastic or paper, which could indicate that they were recently discarded.

In the background, there are trees and bushes visible, but they appear to be struggling to grow due to the presence of the trash and debris. The overall atmosphere of the image is one of neglect and disarray, with the trash and debris creating an eyesore in what could otherwise be a peaceful and natural setting.

Given the presence of construction materials and household waste, it is likely that the trash and debris are from a construction or renovation project that was abandoned or left unfinished. This could be causing problems for nearby residents, such as noise pollution, environmental concerns, and potential health risks.

The severity of the problem could be assessed as follows:

* Environmental Impact: High - The presence of trash and debris in a natural setting could be harming local wildlife and polluting the environment.
* Health Risks: Medium - Depending on the type of materials and waste present, there could be health risks associated with the trash and debris.
* Aesthetics: High - The trash and debris are creating an eyesore in what could otherwise be a peaceful and natural setting.
* Noise Pollution: Low - There is no apparent noise pollution in the image.
* Potential Disruption to Daily Life: Medium - The presence of trash and debris could be disrupting the daily lives of nearby residents, who may be affected by the noise, smell, and visual impact of the waste.

Overall, the severity of the problem could be classified as High, due to the potential environmental and health impacts, as well as the aesthetic concerns.",5,2024-05-01,Rubbish
1731179735-76,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          12:56, 26 Shk 2018",https://ndreqe.com/report/2620,"Raportuar në kategorinë Mbeturina nga anonim në 12:56, H�n 26 shkurt 2018","*Bashkim Fehmiu, Arbëri, Pristinë, Rrafsh i Kosovës.",/photo/2620.0.jpeg?481e7134,"Mbeturina  12:56, 26 March 2018","Reported to the category Remains by Anonymous on 12:56, Sun Feb 26 2018","Bashkim Fehmiu, Arbëri, Pristina, Kosovo Field.",Prishtin%C3%ABs,2620,https://ndreqe.com/photo/2620.0.full.jpeg?481e7134,"The image depicts a neglected and overgrown sidewalk in a residential area, with weeds and debris obstructing the path. The presence of cars and buildings in the background suggests that this is a residential street.

**Potential Disruptions**

*  **Safety Risks**: The overgrown vegetation and debris pose a tripping hazard, especially for pedestrians, including children, seniors, and individuals with disabilities.
*  **Aesthetics**: The unsightly appearance of the sidewalk detracts from the overall appearance of the neighborhood, potentially lowering property values.
*  **Maintenance**: The neglect of the sidewalk may suggest a lack of maintenance or resources in the area, leading to concerns about other infrastructure and services.

**Severity Assessment**

*  **Severity Level**: Medium to High. The condition of the sidewalk poses a moderate risk to public safety and aesthetics, and may indicate a need for increased maintenance and attention from local authorities.",6,2024-05-01,Rubbish
1731179738-77,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          13:01, 26 Shk 2018",https://ndreqe.com/report/2621,"Raportuar në kategorinë Mbeturina nga anonim në 13:01, H�n 26 shkurt 2018","*Nora e Hotit, Lakrishtë, Pristinë, Rrafsh i Kosovës.",/photo/2621.0.jpeg?84db7046,"Mbeturina  13:01, 26 Sep 2018","Reported to category Mbeturina by anonymous at 13:01, Sun Feb 26 2018","Nora e Hotit, Lakrishtë, Pristina, Kosovo Plain.",Prishtin%C3%ABs,2621,https://ndreqe.com/photo/2621.0.full.jpeg?84db7046,"The image depicts a scene of neglect and disarray, with a substantial amount of trash scattered throughout the area. The foreground is dominated by a large pile of debris, comprising plastic bags, cardboard boxes, and other unidentifiable items. The presence of weeds and wildflowers growing in the midst of the trash suggests that the area has been left unattended for an extended period.

In the background, a small hill rises, covered in overgrown vegetation and litter. A concrete sidewalk runs along the left side of the image, leading to a red brick building that appears to be in disrepair. The overall atmosphere of the image conveys a sense of neglect and disregard for the community's well-being.

The submission of this photo to the municipality's complaint portal suggests that the resident who took the photo is concerned about the impact of this waste on the environment and the community. The presence of weeds and wildflowers growing in the trash may indicate that the area is not being properly maintained, which could lead to further environmental issues such as pollution and soil erosion.

The fact that the resident chose to remain anonymous may indicate that they are hesitant to take on the responsibility of reporting the issue to the authorities. However, by submitting this photo, they are bringing attention to the problem and potentially sparking action to address it.

Overall, the image presents a stark picture of neglect and disarray, highlighting the need for effective waste management and community maintenance. The submission of this photo serves as a call to action, urging the municipality to take steps to address this issue and restore the area to a safe and healthy state for residents.",9,2024-05-01,Rubbish
1731179741-78,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          13:05, 26 Shk 2018",https://ndreqe.com/report/2622,"Raportuar në kategorinë Mbeturina nga anonim në 13:05, H�n 26 shkurt 2018","*Ramiz Cërrnica, Përroi i Njelmët, Pristina, Rrafsh i Kosovës.",/photo/2622.0.jpeg?7d8622b4,"Mbeturina 13:05, 26 Sep 2018","Reported in category Mbeturina by anon on 13:05, Feb 26, 2018","Ramiz Cërrnica, Përroi i Njelmët, Pristina, Rrafsh i Kosovës.",Prishtin%C3%ABs,2622,https://ndreqe.com/photo/2622.0.full.jpeg?7d8622b4,"The image depicts a large pile of trash and debris in an open field, with a dirt road running through it. The pile is composed of various materials, including what appears to be broken concrete, plastic, and other unidentifiable items. The surrounding area is overgrown with weeds and grass, and there are some trees and power lines visible in the distance.

This image represents a severe problem for the residents in the area, as it indicates a lack of proper waste management and disposal. The presence of this large pile of trash suggests that the municipality is not effectively collecting and disposing of waste, which can lead to environmental pollution, health risks, and aesthetic blight. Additionally, the fact that the pile is located in an open field and is not contained or properly covered may also pose a fire hazard.

Furthermore, the submission of this photo by an anonymous user on the municipality complaints portal suggests that there may be a sense of frustration and disillusionment among residents regarding the lack of action by the local authorities to address this issue. The fact that the user chose to remain anonymous may also indicate that they feel that their concerns will not be taken seriously or addressed by the authorities.

Overall, this image highlights the need for effective waste management and disposal practices in the municipality, as well as the importance of engaging with residents and addressing their concerns in a transparent and accountable manner.",6,2024-05-01,Rubbish
1731179744-79,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          13:10, 26 Shk 2018",https://ndreqe.com/report/2623,"Raportuar në kategorinë Mbeturina nga anonim në 13:10, H�n 26 shkurt 2018","*Ramiz Cërrnica, Përroi i Njelmët, Pristinë, Rrafsh i Kosovës.",/photo/2623.0.jpeg?f645fead,"Mbeturina 13:10, 26 Sep 2018","Reported to the category Remainder by anonymous on 13:10, Sun Feb 26 2018","Ramiz Cërrnica, Përroi i Njelmët, Pristina, Kosovo Field.",Prishtin%C3%ABs,2623,https://ndreqe.com/photo/2623.0.full.jpeg?f645fead,"The image provided shows a field in the Përroi i Njelmët area of Pristina, Kosovo, which has been overrun with weeds and wild vegetation. The field appears to be a vacant lot or a neglected area, with tall grasses and weeds growing in abundance, obscuring any visible features or structures in the background.

The presence of weeds and wild vegetation in the field could have several negative impacts on the surrounding environment, including:

1. Aesthetic impact: The overgrown field may detract from the appearance of the surrounding area, making it look unkempt and neglected.
2. Fire hazard: Tall grasses and weeds can be a fire hazard, especially during dry periods. The accumulation of dry vegetation can create an environment conducive to wildfires.
3. Pest and rodent infestation: Weeds and wild vegetation can provide habitat and food for pests and rodents, which can spread diseases and cause damage to nearby buildings and infrastructure.
4. Insect and disease spread: Weeds and wild vegetation can also harbor insects and diseases that can spread to nearby plants and crops.
5. Air quality impact: The overgrowth of weeds and wild vegetation can reduce air quality in the area by trapping pollutants and particulate matter.

For residents in the vicinity, the presence of an overgrown field like this one can be concerning for several reasons:

1. Safety: The field's overgrowth could create a fire hazard, which could put nearby residents and property at risk.
2. Aesthetic appeal: The field's neglected state could detract from the overall appearance of the neighborhood, potentially decreasing property values.
3. Potential for pest and rodent infestation: The presence of weeds and wild vegetation could attract pests and rodents that could spread diseases and cause damage to nearby buildings and infrastructure.
4. Air quality concerns: The overgrowth of weeds and wild vegetation could reduce air quality in the area, potentially affecting the health of nearby residents.

Overall, the image suggests that the field in Përroi i Njelmët, Pristina, Kosovo, is in need of maintenance and upkeep to prevent potential problems and ensure the safety and well-being of nearby residents.",6,2024-05-01,Rubbish
1731179747-80,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          13:51, 26 Shk 2018",https://ndreqe.com/report/2629,"Raportuar në kategorinë Mbeturina nga anonim në 13:51, H�n 26 shkurt 2018","*Haxhi Zeka, Gallapi, Kolovicë, Pristinë, Rrafsh i Kosovës.",/photo/2629.0.jpeg?6388b753,"Mbeturina 13:51, 26 Sep 2018","Reported to category Mbeturina by anon on 13:51, Feb 26, 2018","Haxhi Zeka, Gallap, Kolovica, Pristina, Kosovo Plain.",Prishtin%C3%ABs,2629,https://ndreqe.com/photo/2629.0.full.jpeg?6388b753,"The image depicts a grassy area with tall weeds and wildflowers growing in abundance. The grass is green and lush, but it appears to be overgrown, with some areas reaching heights of over 3 feet. The weeds are also tall and have a similar texture to the grass, but they appear to be more dense and have a coarser texture.

In the background, there are some trees and bushes visible, but they are not the main focus of the image. The overall atmosphere of the image is one of neglect and disarray, with the overgrown grass and weeds giving the impression that the area has not been properly maintained.

Based on the image, it appears that the resident in the area may be experiencing issues with overgrown vegetation, which could potentially cause problems with drainage, visibility, and aesthetics. The tall weeds and wildflowers may also be creating a fire hazard, as they can be dry and flammable during certain times of the year.

Overall, the image suggests that the municipality complaint is likely related to the need for maintenance and upkeep of the grassy area, possibly due to neglect or lack of resources. The resident may be requesting assistance with removing the overgrown vegetation and maintaining the area to ensure it remains safe and aesthetically pleasing.",9,2024-05-01,Rubbish
1731179750-81,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          13:57, 26 Shk 2018",https://ndreqe.com/report/2632,"Raportuar në kategorinë Mbeturina nga anonim në 13:57, H�n 26 shkurt 2018","*Haxhi Zeka, Gallapi, Kolovicë, Pristina, Rrafsh i Kosovës.",/photo/2632.0.jpeg?d89e4a72,"Mbeturina 13:57, 26 Sep 2018","Reported to the category Remains by anonymous on 13:57, Sun 26 February 2018","Haxhi Zeka, Gallapi, Kolovicë, Pristina, Kosovo Field.",Prishtin%C3%ABs,2632,https://ndreqe.com/photo/2632.0.full.jpeg?d89e4a72,"The image shows a large pile of trash on the side of a road in Kosovo. The pile is made up of various types of waste, including plastic bags, bottles, and other unidentifiable items. The trash is scattered across the ground, with some of it spilling onto the road.

The area around the trash pile appears to be a rural or suburban setting, with trees and bushes visible in the background. The road is paved and has a gravel shoulder.

The presence of trash in this location could potentially disrupt residents in the area by creating an eyesore, attracting pests, and potentially causing environmental pollution. It could also pose a risk to public health if not properly disposed of.

Overall, the image suggests that the municipality has not adequately addressed waste management in this area, leading to an accumulation of trash that requires immediate attention.",6,2024-05-01,Rubbish
1731179753-82,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          14:09, 26 Shk 2018",https://ndreqe.com/report/2637,"Raportuar në kategorinë Mbeturina nga anonim në 14:09, H�n 26 shkurt 2018","*Besi Petrol, Lidhja e Prizrenit, Tophane, Pristinë, Rrafsh i Kosovës.",/photo/2637.0.jpeg?5b30c8b8,"Mbeturina  14:09, 26 Sep 2018","Reported to category Mbeturina by anon on 14:09, H�n 26 shkurt 2018","Besi Petrol, League of Prizren, Tophane, Pristina, Kosovo Field.",Prishtin%C3%ABs,2637,https://ndreqe.com/photo/2637.0.full.jpeg?5b30c8b8,"The image depicts a neglected and overgrown area in an urban setting, with a mix of natural and man-made elements. The foreground features a rocky, dirt-covered slope with scattered weeds and small rocks, while the middle ground is dominated by a steep incline covered in long, green grasses and weeds. In the background, a partially destroyed building with exposed brick and metal beams is visible, accompanied by a pile of rubble and debris.

This area appears to be a neglected and potentially hazardous space, with the presence of exposed brick and metal beams suggesting potential structural instability. The overgrowth of weeds and grasses may indicate neglect or lack of maintenance, which could lead to further degradation and safety issues. The presence of rubble and debris in the background may suggest past construction or demolition activities, but the current state of disrepair is concerning.

This area may disrupt residents in the surrounding neighborhood due to potential health hazards, such as exposure to pollutants or hazardous materials, as well as visual blight, which could negatively impact property values and overall quality of life. The proximity of this neglected area to residential homes and businesses raises concerns about the potential for accidents, vandalism, or other safety issues. Overall, the image suggests a need for immediate attention and action to address this neglected area and prevent further deterioration.",6,2024-05-01,Rubbish
1731179756-83,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          14:26, 26 Shk 2018",https://ndreqe.com/report/2644,"Raportuar në kategorinë Mbeturina nga anonim në 14:26, H�n 26 shkurt 2018","*Mbreteresha Teuta, Sofali, Pristinë, Rrafsh i Kosovës.",/photo/2644.0.jpeg?54033105,"Mbeturina  14:26, 26 March 2018","Reported to category Remains by anonymous on 14:26, Sun 26 February 2018","Queen Teuta, Sofia, Pristina, Kosovo Field.",Prishtin%C3%ABs,2644,https://ndreqe.com/photo/2644.0.full.jpeg?54033105,"The image depicts a grassy field with scattered debris, including what appears to be a pile of charred remains. The field is overgrown with tall grass and weeds, and the debris is spread out across the ground. In the background, there are trees and bushes, suggesting that the field is located in a rural or wooded area.

The charred remains in the center of the image are likely the result of a fire, possibly a small scale rubbish dump. The debris appears to be made up of various materials, including wood, plastic, and metal. It's unclear what the exact nature of the debris is, but it's clear that it's not a natural part of the environment.

The presence of the debris and the charred remains suggests that the field has been used for some kind of activity, possibly illegal or unregulated. This could include activities such as dumping waste, burning trash, or other forms of environmental degradation.

From a resident's perspective, this type of environment could be disruptive in several ways. First, the presence of debris and charred remains could create an unpleasant and unhealthy living environment. The smell of smoke and the sight of trash could be offensive and disturbing for those who live nearby.

Second, the environmental impact of this activity could be significant. The burning of trash and other materials can release harmful pollutants into the air, contributing to air pollution and negatively impacting local ecosystems.

Finally, the fact that this activity is occurring in a rural or wooded area suggests that it may be difficult to access or report. This could make it challenging for residents to address the issue or seek help from authorities.

Overall, the image suggests that there is a serious environmental issue in this area, and it requires attention and action to address the problem.",1,2024-05-01,Rubbish
1731179759-84,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:02, 26 Shk 2018",https://ndreqe.com/report/2656,"Raportuar në kategorinë Mbeturina nga anonim në 15:02, H�n 26 shkurt 2018","*Matiqan, Pristinë, Rrafsh i Kosovës.",/photo/2656.0.jpeg?674c2b4c,"Mbeturina  15:02, 26 Sep 2018","Reported to category Remains by anonymous at 15:02, Sun Feb 26 2018","Matiqan, Pristina, Kosovo plain.",Prishtin%C3%ABs,2656,https://ndreqe.com/photo/2656.0.full.jpeg?674c2b4c,"This image depicts a rural dirt road in Kosovo with a steep incline and numerous potholes, surrounded by grassy land with large rocks and bushes.

The road, with its light brown, sandy color, is made of dirt and features an incline off to the right side of the image. The potholes are of varying sizes, with some filled with rocks, and are scattered along the road. The grass and bushes are sparse and lush, with several large rocks visible. A small, white object is buried in the grass.

The background consists of lush green hills and mountains, with a cloudy and overcast sky. The image may be a complaint about a road issue in the municipality of Pristina, Kosovo. 

The severity of the problem is classified as ""medium"" due to the presence of potholes and the risk of accidents or damage to vehicles. The issue is likely to cause inconvenience to residents and visitors who use the road, and may require attention from the municipality to repair the road and ensure public safety. 

The municipal authorities should take immediate action to address this issue and repair the road to prevent accidents and ensure public safety.",7,2024-05-01,Rubbish
1731179762-85,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:06, 26 Shk 2018",https://ndreqe.com/report/2657,"Raportuar në kategorinë Mbeturina nga anonim në 15:06, H�n 26 shkurt 2018","*Matiqan, Pristinë, Rrafsh i Kosovës.",/photo/2657.0.jpeg?9f58f7e7,"Mbeturina 15:06, 26 Sep 2018","Reported to the category Remainder by Anonymous on 15:06, Sun Feb 26 2018","Matiqan, Pristina, Kosovo Plain.",Prishtin%C3%ABs,2657,https://ndreqe.com/photo/2657.0.full.jpeg?9f58f7e7,"The image depicts a dirt road that is littered with debris, including trash and broken glass. The road is surrounded by overgrown vegetation, and a large pile of trash can be seen in the distance. In the background, there are mountains and a cloudy sky.

The ground on the left side of the image appears to be uneven and rough, and the overall atmosphere of the image suggests a rural or abandoned area. The presence of trash and debris on the road and in the surrounding environment indicates that the area may not be well-maintained or may be prone to littering.

Overall, the image suggests that the area is in a state of disrepair and may be in need of cleaning and maintenance. The presence of trash and debris on the road and in the surrounding environment indicates that the area may be prone to littering, and the uneven ground on the left side of the image suggests that the area may be rough and uneven.",10,2024-05-01,Rubbish
1731179765-86,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:09, 26 Shk 2018",https://ndreqe.com/report/2658,"Raportuar në kategorinë Mbeturina nga anonim në 15:09, H�n 26 shkurt 2018","*Matiqan, Pristinë, Rrafsh i Kosovës.",/photo/2658.0.jpeg?ae0b94e9,"Mbeturina 15:09, 26 Sep 2018","Reported to category Remains by anonymous on 15:09, 26 February 2018","Matiqan, Pristina, Kosovo Plain.",Prishtin%C3%ABs,2658,https://ndreqe.com/photo/2658.0.full.jpeg?ae0b94e9,"The image depicts a grassy field with a large pile of dirt or soil in the center, surrounded by a few scattered objects and debris. The field appears to be overgrown with weeds and wildflowers, and there are some small piles of trash or rubble scattered throughout the area.

In the background, there is a utility pole visible, which suggests that the location may be near a residential or commercial area. However, the overall atmosphere of the image is one of neglect and disrepair, with the presence of trash and debris suggesting that the area may not be well-maintained.

Based on this description, it is likely that the municipality complaint is related to the presence of trash and debris in the area, which could be disrupting the quality of life for residents in the surrounding neighborhood. The severity of the problem could be assessed based on factors such as the amount of trash present, the proximity of the area to residential buildings, and the potential impact on public health and safety.",10,2024-05-01,Rubbish
1731179768-87,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:12, 26 Shk 2018",https://ndreqe.com/report/2659,"Raportuar në kategorinë Mbeturina nga anonim në 15:12, H�n 26 shkurt 2018","*Sofali, Pristinë, Rrafsh i Kosovës.",/photo/2659.0.jpeg?c34e4567,"Mbeturina  15:12, 26 March 2018","Reported to category Remains by Anonymous on 15:12, 26 February 2018","Sofali, Pristina, Kosovo Plain.",Prishtin%C3%ABs,2659,https://ndreqe.com/photo/2659.0.full.jpeg?c34e4567,"The image depicts a large pile of trash and debris in an outdoor setting, likely in a residential area. The pile is composed of various materials, including what appears to be roofing shingles, plastic bags, and other unidentifiable items. The surrounding area is littered with trash, including broken glass, plastic bottles, and other discarded items.

The presence of this large pile of trash and debris suggests that the area is not being properly maintained by the municipality, which could lead to health and safety issues for residents in the area. The accumulation of trash could also attract pests and create an eyesore for the community.

Based on this description, I would assess the severity of this issue as moderate. The presence of a large pile of trash and debris in a residential area is a significant concern for public health and safety, and it is likely that the municipality has a responsibility to address this issue promptly. However, the fact that the area is not being maintained by the municipality suggests that there may be underlying issues with waste management or infrastructure that need to be addressed.

Overall, the severity of this issue is moderate because it poses a risk to public health and safety, but it is not an extreme emergency situation that requires immediate attention. However, it is important that the municipality takes prompt action to address this issue and ensure that the area is properly cleaned up and maintained.",10,2024-05-01,Rubbish
1731179771-88,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:14, 26 Shk 2018",https://ndreqe.com/report/2660,"Raportuar në kategorinë Mbeturina nga anonim në 15:14, H�n 26 shkurt 2018","*Matiqan, Pristinë, Rrafsh i Kosovës.",/photo/2660.0.jpeg?c792ae12,"Mbeturina  15:14, 26 March 2018","Reported to the category Mbeturina by anonymous on 15:14, 26 Feb 2018","Matiqan, Pristina, Kosovo Field.",Prishtin%C3%ABs,2660,https://ndreqe.com/photo/2660.0.full.jpeg?c792ae12,"The image depicts a road in a rural area, with a large pile of trash on the right side and a grassy field on the left. The road is paved and appears to be well-maintained, but it is littered with trash and debris. The trash pile is substantial, with what appears to be construction materials, such as wood and metal scraps, as well as household waste. The grassy field on the left side of the road is overgrown and unkempt, suggesting that it may not be regularly maintained.

In the background, there are trees and a cloudy sky, which adds to the overall sense of neglect and disrepair. The presence of trash and debris on the road and in the surrounding area suggests that the municipality may not be doing enough to maintain the area and keep it clean.

Overall, the image suggests that the municipality has not been effective in managing waste and keeping the area clean, which could be causing problems for residents in the area. The trash and debris on the road and in the surrounding area could be creating an eyesore, attracting pests and rodents, and potentially posing a risk to public health. The lack of maintenance in the grassy field could also be contributing to the problem, as it may be providing a habitat for pests and rodents.

Based on the description provided, the severity of the problem appears to be moderate to high. The presence of a large amount of trash and debris on the road and in the surrounding area suggests that the municipality has not been doing enough to manage waste and keep the area clean. The lack of maintenance in the grassy field and the potential for pests and rodents to thrive in the area could also be contributing to the problem. Therefore, the severity of the problem is likely to be moderate to high, and the municipality should take immediate action to address the issue.",0,2024-05-01,Rubbish
1731179774-89,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:16, 26 Shk 2018",https://ndreqe.com/report/2661,"Raportuar në kategorinë Mbeturina nga anonim në 15:16, H�n 26 shkurt 2018","*Matiqan, Pristinë, Rrafsh i Kosovës.",/photo/2661.0.jpeg?c3eb26c2,"Mbeturina  15:16, 26 March 2018","Reported to category Mbeturina by anonymous at 15:16, Sun Feb 26 2018","Matiqan, Pristina, Kosovo plain.",Prishtin%C3%ABs,2661,https://ndreqe.com/photo/2661.0.full.jpeg?c3eb26c2,"The image depicts a large pile of trash, including broken bricks and other debris, in a field surrounded by trees and grass. The trash appears to be scattered randomly across the field, with some of it piled higher than the surrounding terrain. The field is dry and cracked, with patches of dirt and rocks visible among the greenery.

A dirt path runs through the center of the field, leading to the pile of trash. In the background, several trees are visible, their branches stretching up towards the sky. The sky above appears overcast, casting a gloomy tone over the scene.

In the foreground, there are several bushes and weeds growing around the pile of trash, adding to the sense of neglect and disrepair. The overall atmosphere of the image is one of abandonment and decay, with the trash pile being a stark reminder of the need for proper waste management in the area.

The presence of the trash pile in a field surrounded by trees and grass suggests that it may be an eyesore for local residents, potentially affecting their quality of life and property values. The fact that it appears to be an abandoned or unmanaged waste site further emphasizes the need for intervention to address the issue.

Based on the image, it is clear that the trash pile is a significant problem that requires attention and action to address. The severity of the issue can be quantified as follows:

* **Visual Impact:** High (the trash pile is visible from a distance and appears to be a significant eyesore)
* **Environmental Impact:** Medium to High (the trash pile may be attracting pests and creating an environmental hazard)
* **Health Impact:** Low to Medium (the trash pile may pose a health risk if it is not properly managed and disposed of)
* **Economic Impact:** Low (the trash pile may negatively impact local property values, but the impact is likely to be limited)

Overall, the severity assessment model would likely classify this issue as a medium to high-priority problem that requires prompt attention and action to address.",7,2024-05-01,Rubbish
1731179777-90,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:19, 26 Shk 2018",https://ndreqe.com/report/2662,"Raportuar në kategorinë Mbeturina nga anonim në 15:19, H�n 26 shkurt 2018","*Matiqan, Pristinë, Rrafsh i Kosovës.",/photo/2662.0.jpeg?e3123a52,"Mbeturina  15:19, 26 March 2018","Reported to category Mbeturina by anonymous at 15:19, Sun Feb 26 2018","Matiqan, Pristina, Kosovo Plain.",Prishtin%C3%ABs,2662,https://ndreqe.com/photo/2662.0.full.jpeg?e3123a52,"The image depicts a rural landscape with a small village in the background, featuring a grassy field in the foreground with a white structure in the distance. The structure appears to be some sort of shelter or dwelling, but it is in a state of disrepair, with visible signs of wear and tear.

In the background, the village is situated on a hillside, with several buildings visible, including what appears to be a church or mosque. The surrounding landscape is characterized by rolling hills and green fields, with some trees scattered throughout.

The overall atmosphere of the image suggests a rural or semi-rural setting, with a sense of tranquility and peacefulness. However, the presence of the dilapidated structure in the foreground may indicate that the area is experiencing some level of neglect or abandonment.

Based on the information provided, it is likely that the municipality complaint is related to the condition of the structure, which may be causing concerns for the residents in the area. The fact that the complaint was made through an online portal suggests that the issue may have been reported to the authorities, but no action has been taken to address it.

Overall, the image provides a glimpse into the daily life of residents in a rural area in Kosovo, highlighting the challenges they face in maintaining their homes and communities.",5,2024-05-01,Rubbish
